0.02	8.676838
0.04	7.496884
0.06	7.491964
0.08	7.487741
0.1	7.483035
0.12	7.477625
0.14	7.471471
0.16	7.464568
0.18	7.45692
0.2	7.487384
0.22	7.516606
0.24	7.54434
0.26	7.570358
0.28	7.594436
0.3	7.734294
0.32	7.859443
0.34	7.99092
0.36	8.127884
0.38	8.269549
0.4	8.415174
0.42	8.564072
0.44	8.611076
0.46	8.616844
0.48	8.616522
0.5	8.359935
0.52	8.113391
0.54	7.878566
0.56	7.657297
0.58	7.302466
0.6	7.168533
0.62	7.028137
0.64	6.997645
0.66	6.971394
0.68	6.94488
0.7	6.917494
0.72	6.88914
0.74	6.829429
0.76	6.798068
0.78	6.765711
0.8	6.73235
0.82	6.697998
0.84	6.662646
0.86	6.626414
0.88	6.589312
0.9	6.551336
0.92	6.512504
0.94	6.472805
0.96	6.390855
0.98	6.348616
1	6.305528
1.02	6.261617
1.04	6.21687
1.06	6.171314
1.08	6.124937
1.1	6.029719
1.12	5.980978
1.14	5.931739
1.16	5.881846
1.18	5.83132
1.2	5.780176
1.22	5.676082
1.24	5.62316
1.26	5.569674
1.28	5.515641
1.3	5.461077
1.32	5.406052
1.34	5.350671
1.36	5.295353
1.38	5.348279
1.4	5.408064
1.42	5.34713
1.44	5.284646
1.46	5.220642
1.48	5.155163
1.5	5.088262
1.52	5.020001
1.54	4.950457
1.56	4.80788
1.58	4.735068
1.6	4.661411
1.62	4.587061
1.64	4.512191
1.66	4.436992
1.68	4.286503
1.7	4.211727
1.72	4.160628
1.74	4.201875
1.76	4.259734
1.78	4.332962
1.8	4.420241
1.82	4.631589
1.84	4.753045
1.86	4.883381
1.88	4.641111
1.9	4.769111
1.92	4.634483
1.94	4.499053
1.96	4.363173
1.98	4.227255
2	4.09177
2.02	3.957273
2.04	3.824404
2.06	3.566654
2.08	3.443637
2.1	3.241148
2.12	3.265291
2.14	3.275659
2.16	3.280862
2.18	3.20699
2.2	3.209912
2.22	3.168829
2.24	3.156049
2.26	3.392017
2.28	3.217407
2.3	3.36148
2.32	3.187411
2.34	3.331805
2.36	3.160161
2.38	3.136198
2.4	3.2767
2.42	3.134852
2.44	3.289737
2.46	3.222191
2.48	3.291737
2.5	3.226402
2.52	3.295147
2.54	3.232911
2.56	3.300345
2.58	3.257635
2.6	3.339067
2.62	3.302768
2.64	3.387237
2.66	3.400412
2.68	3.434772
2.7	3.450189
2.72	3.491328
2.74	3.513536
2.76	3.556451
2.78	3.581119
2.8	3.625553
2.82	3.65166
2.84	3.70038
2.86	3.748194
2.88	3.840622
2.9	3.885039
2.92	3.928156
2.94	3.969911
2.96	4.010257
2.98	4.057178
3	4.093728
3.02	4.130623
3.04	4.167505
3.06	4.204284
3.08	4.277341
3.1	4.313963
3.12	4.350231
3.14	4.386132
3.16	4.421649
3.18	4.456762
3.2	4.491452
3.22	4.559496
3.24	4.592815
3.26	4.625646
3.28	4.657994
3.3	4.689805
3.32	4.721106
3.34	4.751843
3.36	4.782047
3.38	4.811934
3.4	4.840988
3.42	4.869277
3.44	4.89685
3.46	4.94975
3.48	4.975059
3.5	4.999619
3.52	5.023388
3.54	5.046391
3.56	5.068587
3.58	5.090002
3.6	5.130397
3.62	5.149365
3.64	5.167527
3.66	5.397501
3.68	5.6525
3.7	5.987397
3.72	6.289744
3.74	6.296097
3.76	6.300006
3.78	6.301503
3.8	6.300626
3.82	6.297415
3.84	6.291916
3.86	6.284181
3.88	6.274264
3.9	6.262228
3.92	6.232073
3.94	6.214107
3.96	6.194327
3.98	6.172826
4	6.149704
4.02	6.12507
4.04	6.099039
4.06	6.071736
4.08	6.043295
4.1	6.013859
4.12	5.983581
4.14	5.486174
4.16	5.478461
4.18	5.469579
4.2	5.459291
4.22	5.447969
4.24	5.008561
4.26	4.664839
4.28	5.001523
4.3	5.110295
4.32	5.350515
4.34	5.479863
4.36	5.614121
4.38	5.75247
4.4	5.894184
4.42	6.0748
4.44	6.03836
4.46	5.999358
4.48	5.168191
4.5	5.154742
4.52	4.555727
4.54	5.251305
4.56	4.506139
4.58	5.197019
4.6	4.443321
4.62	4.41086
4.64	4.377443
4.66	4.343172
4.68	4.308052
4.7	4.272097
4.72	4.197657
4.74	4.159171
4.76	4.119847
4.78	4.080346
4.8	4.040042
4.82	3.999017
4.84	3.957301
4.86	3.91489
4.88	3.871796
4.9	3.783552
4.92	3.738409
4.94	3.692596
4.96	3.646109
4.98	3.598963
5	3.551152
5.02	3.50269
5.04	3.454025
5.06	3.404413
5.08	3.355566
5.1	3.255995
5.12	3.205524
5.14	3.154636
5.16	3.103347
5.18	3.051674
5.2	2.947256
5.22	2.894553
5.24	2.841554
5.26	2.789194
5.28	2.735535
5.3	2.684328
5.32	2.632573
5.34	2.580754
5.36	2.529008
5.38	2.477402
5.4	2.425992
5.42	2.374836
5.44	2.273553
5.46	2.668192
5.48	2.61831
5.5	2.566369
5.52	2.512359
5.54	2.456286
5.56	2.398168
5.58	2.33804
5.6	2.275956
5.62	2.211991
5.64	2.146246
5.66	2.078852
5.68	1.939828
5.7	1.868674
5.72	1.796844
5.74	1.724747
5.76	1.652895
5.78	1.641678
5.8	1.543391
5.82	2.048856
5.84	1.609076
5.86	1.627415
5.88	2.153699
5.9	1.64645
5.92	2.169216
5.94	1.675293
5.96	2.193326
5.98	1.715742
6	2.226463
6.02	2.268471
6.04	1.831989
6.06	2.327868
6.08	1.906165
6.1	2.387683
6.12	1.98819
6.14	2.457478
6.16	2.077439
6.18	2.533896
6.2	2.172647
6.22	2.616111
6.24	2.273037
6.26	2.381417
6.28	2.802636
6.3	2.49311
6.32	2.902972
6.34	2.607171
6.36	3.005984
6.38	2.723455
6.4	3.111655
6.42	2.841664
6.44	3.219722
6.46	2.963335
6.48	3.334302
6.5	3.448793
6.52	3.209243
6.54	3.563954
6.56	3.332608
6.58	3.679778
6.6	3.45605
6.62	3.797436
6.64	3.579315
6.66	3.913891
6.68	3.702289
6.7	3.763737
6.72	3.885733
6.74	3.946374
6.76	4.006778
6.78	4.066938
6.8	4.126851
6.82	4.186507
6.84	4.245653
6.86	4.304974
6.88	4.363841
6.9	4.422282
6.92	4.480301
6.94	4.537898
6.96	4.595071
6.98	4.70814
7	4.764033
7.02	4.819498
7.04	4.874533
7.06	4.92914
7.08	4.983198
7.1	5.03662
7.12	5.089807
7.14	5.142372
7.16	5.24578
7.18	5.296635
7.2	5.346928
7.22	5.396659
7.24	5.445832
7.26	5.494448
7.28	5.542509
7.3	5.590015
7.32	5.636971
7.34	5.729241
7.36	5.774559
7.38	5.819337
7.4	5.863577
7.42	5.907283
7.44	5.950387
7.46	5.992812
7.48	6.034581
7.5	6.075697
7.52	6.155996
7.54	6.195188
7.56	6.233745
7.58	6.271675
7.6	6.30898
7.62	6.345667
7.64	6.381739
7.66	6.417204
7.68	6.452064
7.7	6.486326
7.72	6.553078
7.74	6.585578
7.76	6.617504
7.78	6.648859
7.8	6.709888
7.82	6.739575
7.84	6.768715
7.86	6.797322
7.88	6.825301
7.9	6.852784
7.92	6.879696
7.94	6.906103
7.96	6.932011
7.98	6.957422
8	6.982349
8.02	7.006795
8.04	7.054285
8.06	7.077346
8.08	7.099959
8.1	7.122139
8.12	7.143888
8.14	7.165223
8.16	7.186145
8.18	7.206671
8.2	7.226804
8.22	7.246562
8.24	7.265946
8.26	7.284975
8.28	7.321993
8.3	7.340004
8.32	7.357704
8.34	7.375094
8.36	7.392197
8.38	7.409013
8.4	7.425565
8.42	7.441854
8.44	7.457903
8.46	7.489314
8.48	7.504705
8.5	7.519904
8.52	7.534923
8.54	7.549776
8.56	7.564477
8.58	7.57904
8.6	7.593479
8.62	7.607809
8.64	7.622045
8.66	7.636202
8.68	7.664338
8.7	7.678349
8.72	7.692341
8.74	7.706334
8.76	7.720533
8.78	7.734857
8.8	7.74932
8.82	7.763937
8.84	7.778724
8.86	7.793694
8.88	7.808862
8.9	7.83985
8.92	7.8557
8.94	7.894528
8.96	7.933197
8.98	7.97155
9	8.009439
9.02	8.02885
9.04	8.04774
9.06	8.066112
9.08	8.097224
9.1	8.110624
9.12	8.124253
9.14	8.138194
9.16	8.157661
9.18	8.181055
9.2	8.213376
9.22	8.246067
9.24	8.27908
9.26	8.312377
9.28	8.345921
9.3	8.379683
9.32	8.413644
9.34	8.447783
9.36	8.516565
9.38	8.528305
9.4	8.541075
9.42	8.555016
9.44	8.570274
9.46	8.586999
9.48	8.605342
9.5	8.631735
9.52	8.658634
9.54	8.687524
9.56	8.715448
9.58	8.748499
9.6	8.775716
9.62	8.849768
9.64	8.863937
9.66	8.939523
9.68	8.952497
9.7	8.973204
9.72	8.931432
9.74	8.942774
9.76	8.932223
9.78	8.919803
9.8	8.905396
9.82	8.888884
9.84	8.870159
9.86	8.849115
9.88	8.808071
9.9	8.825717
9.92	8.824027
9.94	8.880451
9.96	8.881413
9.98	8.953371
10	8.955955
10.02	9.042035
10.04	9.144091
10.06	9.147092
10.08	9.257308
10.1	9.301151
10.12	9.345521
10.14	9.461691
10.16	9.507636
10.18	9.582014
10.2	9.628501
10.22	9.705067
10.24	9.751481
10.26	9.82958
10.28	9.776302
10.3	9.667244
10.32	9.611781
10.34	9.555923
10.36	9.499851
10.38	9.443756
10.4	9.38784
10.42	9.332312
10.44	9.277392
10.46	9.02438
10.48	8.647009
10.5	8.531105
10.52	8.507561
10.54	8.507905
10.56	8.50981
10.58	8.518568
10.6	8.523509
10.62	8.522693
10.64	8.536092
10.66	8.539842
10.68	8.542102
10.7	8.541439
10.72	8.53818
10.74	8.532757
10.76	8.525022
10.78	8.514832
10.8	8.502053
10.82	8.606593
10.84	8.599704
10.86	8.726125
10.88	8.72036
10.9	8.866611
10.92	8.86102
10.94	9.025084
10.96	9.19875
10.98	9.191035
11	9.194603
11.02	9.197144
11.04	9.126234
11.06	9.127148
11.08	9.054681
11.1	9.054413
11.12	8.979903
11.14	8.905771
11.16	8.904693
11.18	8.905627
11.2	8.908476
11.22	8.913649
11.24	8.921557
11.26	8.932619
11.28	8.947245
11.3	8.965845
11.32	8.988821
11.34	8.981564
11.36	8.976576
11.38	8.974058
11.4	8.98875
11.42	9.018208
11.44	9.032251
11.46	9.046051
11.48	9.059602
11.5	9.072719
11.52	9.086166
11.54	9.099644
11.56	9.113261
11.58	9.126863
11.6	9.140583
11.62	9.154279
11.64	9.168077
11.66	9.181845
11.68	9.209523
11.7	9.22342
11.72	9.237275
11.74	9.251194
11.76	9.265066
11.78	9.27924
11.8	9.293194
11.82	9.307061
11.84	9.335108
11.86	9.348938
11.88	9.362988
11.9	9.376842
11.92	9.390608
11.94	9.404905
